name,specialization,city,experience,rating,phone,email,formattedAddress
"Dr Robina Ashraf","Gynecologists","Rawalpindi",18,3.9,"03173-5356907","dr.robina.ashraf620@diagnoai.com","The Clinic, 965-B, Saidpur Road.  Saidpur Road , Rawalpindi"
"Dr Sohail Sheikh","Skin Specialists | Dermatologists","Lahore",14,3.6,"03647-8572038","dr.sohail.sheikh711@diagnoai.com","Plastic Surgery Club                 Imran Khan Block, Gate # 14, Qaddafi Stadium, Lahore.  Qaddafi Stadium , Lahore"
"Dr Sardar Mohammad Babar","ENT Specialist","Rawalpindi",3,4.3,"03796-9449256","dr.sardar.mohammad.babar157@diagnoai.com","Kashmir Medical Centre                Chota Bazar Road, Saddar, Islamabad/Rawalpindi.  Saddar , Rawalpindi"
"Dr Prof Zafar Ahmad","Skin Specialists | Dermatologists","karachi",11,4.7,"03140-3904882","dr.prof.zafar.ahmad916@diagnoai.com","Skin Care Centre, Opp. Dawood Eng. College, New M A Jinnah Road, Karachi ( Near Islamia College ).  New M A Jinnah Road , karachi"
"Dr Farhat Iqbal","Gynecologists","Lahore",16,4.9,"03176-8669575","dr.farhat.iqbal253@diagnoai.com","Hameed Latif Hospital                 14 - Abu Bakar Block, New Garden Town, Lahore.  New Garden Town , Lahore"
"Dr. Shehla Ahmed","Skin Specialists | Dermatologists","Lahore",3,3.9,"03784-6688941","dr..shehla.ahmed796@diagnoai.com","Prime Care Hospital                Main Boulevard Defence, Lahore Cantt, Lahore.   Lahore Cantt , Lahore"
"Dr Zarina Khan","Gynecologists","Islamabad",4,4.9,"03752-9906262","dr.zarina.khan526@diagnoai.com","Jinnah Avenue, Blue Area, Islamabad/Rawalpindi.  Blue Area , Islamabad"
"Dr Khurram Mutahir Siddiqui","Urologists","karachi",18,4,"03576-7593682","dr.khurram.mutahir.siddiqui19@diagnoai.com","AKUH Consulting Clinic                AKUH Consulting Clinic, Stadium Road, Karachi.   Stadium Road , karachi"
"Dr MUSHATQUE ALI MEMON","Skin Specialists | Dermatologists","Hyderabad",18,4,"03561-8992286","dr.mushatque.ali.memon725@diagnoai.com","CMH Road, Saddar, Hyderabad.  Saddar , Hyderabad"
"Dr. Ismail Kanrani","Cardiologists","karachi",3,4.5,"03577-7856685","dr..ismail.kanrani174@diagnoai.com","Kharadar General Hospital                Aga Khan Road, Kharadar, Karachi.  Kharadar , karachi"
"Dr Samina Tasleem","Gynecologists","Rawalpindi",13,5,"03251-7385269","dr.samina.tasleem875@diagnoai.com","Maryam Memorial Hospital                 Peshawar Road, Rawalpindi.  Peshawar Road , Rawalpindi"
"Dr Zubair Iqbal Bhutta","ENT Specialist","Lahore",9,4.1,"03654-7335959","dr.zubair.iqbal.bhutta373@diagnoai.com","Naz Hospital                6-A, Link Shadman Road, Shadman Lahore.  Shadman  , Lahore"
"Dr Prof Rubina Hussain","Gynecologists","karachi",22,4.5,"03307-9320159","dr.prof.rubina.hussain591@diagnoai.com","Dr Ziauddin Hospital                4/B, Shahrah-e-Ghalib, Block 6, Clifton, Karachi.   Clifton , karachi"
"Dr Bushra Saeed","Gynecologists","Lahore",15,4.5,"03151-2349454","dr.bushra.saeed110@diagnoai.com","Shalamar Hospital                , Shalimar Link Road, Mughalpura, Lahore.  MughalPura , Lahore"
"Dr Salma Hussain","Gynecologists","Rawalpindi",15,4.1,"03938-5608885","dr.salma.hussain965@diagnoai.com","Al-Qaim Hospital                4th-B Road, Satellite Town, Islamabad/Rawalpindi.  Satelite Town , Rawalpindi"
"Dr FARIDUDDIN SHAIKH","Skin Specialists | Dermatologists","Hyderabad",3,3.9,"03967-9625687","dr.fariduddin.shaikh434@diagnoai.com","H.No. 36/1, Qasim Sarak, Saddar, Hyderabad.  Saddar , Hyderabad"
"Dr Fayyaz Haider Hashmi","Cardiologists","Lahore",24,4.1,"03261-9908726","dr.fayyaz.haider.hashmi169@diagnoai.com","Doctors Hospital & Medical Center                 152 A-G/1 Canal Bank Johar Town Lahore.  Johar Town , Lahore"
"Dr. Nusrat Ali","Cardiologists","karachi",10,4,"03249-1761006","dr..nusrat.ali517@diagnoai.com","Burhani Hospital                Tayebjee Road, Gari Khata, Hassan Ali Effendi Road, Karachi.  Gari Khata , karachi"
"Dr Ayesha Chandna","Diabetologists","karachi",19,4,"03342-4409812","dr.ayesha.chandna144@diagnoai.com","Al Fatima Clinic Ghazi                20-1, MACHS, Ghazi Salahuddin Road.  Ghazi Salahuddin , karachi"
"Dr Noreen Zafar","Gynecologists","Lahore",3,3.6,"03493-4365599","dr.noreen.zafar950@diagnoai.com","Doctors Hospital & Medical Centre                2A-G/1, Canal Bank, Johar Town, Lahore.  Johar Town , Lahore"
"Dr. Abdul Majeed Chaudhry","General Surgeon","Lahore",13,4,"03859-9587768","dr..abdul.majeed.chaudhry462@diagnoai.com","Doctors Hospital                 152-G/1, Canal Bank, Lahore.   Johar Town , Lahore"
"Dr Khalid Rasheed","Cardiologists","karachi",11,4.4,"03201-1467720","dr.khalid.rasheed3@diagnoai.com","Tabba Heart Institute                Tabba Heart Institute, Street 1, Block No. 2, Federal "B" Area, Hussainabad Street, Karachi  Federal "B" Area , karachi"
"Dr Mohammad Idrees","Skin Specialists | Dermatologists","Lahore",13,5,"03951-7299483","dr.mohammad.idrees487@diagnoai.com","Ijaz Hospital                Mandi Stop Wahdat Road Near Multan Chungi,Lahore.  Near Multan Chungi , Lahore"
"Dr. Mubizah Haider","ENT Specialist","Faisalabad",22,4.9,"03958-7870703","dr..mubizah.haider724@diagnoai.com","AL- Hani Clinic jhang Road, Faisalabad.  Jhang Road , Faisalabad"
"Dr Asim Alvi","Gynecologists","Rawalpindi",17,4,"03673-6474559","dr.asim.alvi974@diagnoai.com","Al-Qaim Hospital                B-Block, satellite town, Rawalpindi.  Satellite Town , Rawalpindi"
"Dr. Farkhanda Qadir","Gynecologists","karachi",21,4,"03502-4505894","dr..farkhanda.qadir396@diagnoai.com","Batool General Hospital                197A, Block 5,Gulistan-e-Johar, Karachi.  Gulistan -e-Johar , karachi"
"Dr Zulfiqar A Khowaja","Skin Specialists | Dermatologists","karachi",15,4.5,"03921-4530713","dr.zulfiqar.a.khowaja154@diagnoai.com","AKUH Consulting Clinic                Stadium Road, Karachi.  Stadium Road , karachi"
"Dr Shama Munim","Gynecologists","karachi",18,3.9,"03545-1532430","dr.shama.munim680@diagnoai.com","The Aga Khan University Hospital                 AKUH Consulting Clinic, Stadium Road, Karachi.  Stadium Road , karachi"
"Dr Mehreen Mehmood","Gynecologists","Rawalpindi",13,4.5,"03789-5332434","dr.mehreen.mehmood885@diagnoai.com","Ayub Medical Centre                372-Saidpur Road, Islamabad.  Saidpur Road , Rawalpindi"
"Dr Nabia Tariq","Gynecologists","Islamabad",10,4.3,"03895-2091060","dr.nabia.tariq931@diagnoai.com","Shifa International Hospital                Sector H-8/4, Islamabad.  H-8 , Islamabad"
"Dr Nasira Dawood","Gynecologists","Rawalpindi",6,4,"03923-3199241","dr.nasira.dawood559@diagnoai.com","Mubarak Nursing Homepage, 19-Harley Street, Rawalpindi.   19-Harley Street , Rawalpindi"
"Dr Khawar Khursheed","Skin Specialists | Dermatologists","Lahore",14,3.9,"03793-2958057","dr.khawar.khursheed271@diagnoai.com","40-L Usmani Rd, Lahore.  Usmani Rd , Lahore"
"Dr. Irshad Hakim","Skin Specialists | Dermatologists","Peshawar",3,4.8,"03599-1159042","dr..irshad.hakim679@diagnoai.com","Khyber Medical Centre, Peshawar.  Dabgari Garden , Peshawar"
"Dr. Muhammad Yasir Khan","ENT Specialist","Islamabad",16,3.9,"03689-1281261","dr..muhammad.yasir.khan298@diagnoai.com","Shifa Medical Center                 Savoy Arcade (Next to Standard Chartered Bank),F-11 Markaz, Islamabad.   F-11  , Islamabad"
"Dr Rukhsana Mughal","Gynecologists","karachi",12,3.8,"03863-9588372","dr.rukhsana.mughal164@diagnoai.com","The Aga Khan University Hospital                 AKUH Consulting Clinic, Stadium Road, Karachi.   Stadium Road , karachi"
"Dr Khadija H Asif","Gynecologists","Lahore",9,3.7,"03780-9406934","dr.khadija.h.asif161@diagnoai.com","Ittefaq Hospital                 Near H Block, Model Town, Lahore.  Model Town , Lahore"
"Dr Raziuddin Biyabani","Urologists","karachi",21,4.6,"03887-9002123","dr.raziuddin.biyabani379@diagnoai.com","AKUH Consulting Clinic                Stadium Road, Karachi.	  Stadium Road , karachi"
"Dr Rozina Sikandar Sultan","Gynecologists","karachi",23,4,"03149-9709419","dr.rozina.sikandar.sultan76@diagnoai.com","The Aga Khan University Hospital                 AKUH Consulting Clinic, Stadium Road, Karachi.   Stadium Road , karachi"
"Dr Zul Kifil","ENT Specialist","Rawalpindi",24,4.9,"03945-1150036","dr.zul.kifil16@diagnoai.com","Al-Qaim Hospital                4th-B Road, Satellite Town, Islamabad/Rawalpindi.  Satellite Town , Rawalpindi"
"Dr Naveed Shahzad","Skin Specialists | Dermatologists","Lahore",23,4.1,"03959-3593414","dr.naveed.shahzad499@diagnoai.com","Clinic: 7 - M Block Johar Town, Lahore.    , Lahore"
"Dr Muhammad Kaleem","Urologists","Lahore",21,3.8,"03411-7340953","dr.muhammad.kaleem83@diagnoai.com","Naz Hospital                6-A, Link Shadman Road, Shadman Lahore.  Shadman , Lahore"
"Dr Mohammad Tariq Bhatti","Pediatricians","Lahore",3,4.5,"03107-8587466","dr.mohammad.tariq.bhatti158@diagnoai.com","Raza Medical Complex                10 - C, Shadman ll, Jail Road, Lahore.  Shadman ll , Lahore"
"Dr Jehan Ara","Gynecologists","karachi",11,4.7,"03310-5219306","dr.jehan.ara748@diagnoai.com","Dr Ziauddin Hospital                Block B, North Nazimabad, Karachi.   North Nazimabad , karachi"
"Dr Bushra Yousaf","Gynecologists","Lahore",3,4.2,"03622-4390135","dr.bushra.yousaf267@diagnoai.com","urraya Azeem (Waqaf) Hospital                Chowk Chouburji, Lahore.  Chowk Chouburji , Lahore"
"Dr Aziza Kapadia","Gynecologists","karachi",22,4.1,"03166-6455024","dr.aziza.kapadia210@diagnoai.com","The Aga Khan University Hospital                 Consulting Clinic 4, Stadium Road, Karachi.  Stadium Road , karachi"
"Dr Shereen Zulfiqar Bhutta","Gynecologists","karachi",19,4.4,"03157-7491538","dr.shereen.zulfiqar.bhutta938@diagnoai.com","Dr Ziauddin Hospital                  4/B, Shahrah-e-Ghalib, Block 6, Clifton, Karachi.  Clifton , karachi"
"Dr Syed Khalid Imam","Diabetologists","karachi",8,3.6,"03825-6391384","dr.syed.khalid.imam272@diagnoai.com","Liaquat National Hospital                National Stadium Road, Essa Nagri, Karachi.  Essa Nagri , karachi"
"Dr. Noreen Zafar","Gynecologists","Lahore",22,4,"03466-7934480","dr..noreen.zafar243@diagnoai.com","Doctor's Hospital                 152-G/1, Canal Bank, Johar Town, Lahore.   Johar Town , Lahore"
"Dr Nasarullah Rana","ENT Specialist","Lahore",19,3.7,"03480-8356172","dr.nasarullah.rana828@diagnoai.com","Nasrullah Rana Hospital                Jail Road Medical Tower, Kinnaird College, Lahore.  Jail Road , Lahore"
"Dr Safdar Nawaz Malik","ENT Specialist","Rawalpindi",20,3.9,"03484-2891435","dr.safdar.nawaz.malik283@diagnoai.com","Maryam Memorial Hospital                2/311, Peshawar Rd, Rawalpindi.  Peshawar Rd , Rawalpindi"
"Dr Rashid A Chaudhary","Diabetologists","Islamabad",23,4.5,"03348-4437587","dr.rashid.a.chaudhary895@diagnoai.com","Shifa International Hospital                Pitras Bukhari Road, H-8/4, H-8, Islamabad.   H-8 , Islamabad"
"Dr Mohammad Tufail Ijaz","Diabetologists","Rawalpindi",3,3.6,"03577-8779256","dr.mohammad.tufail.ijaz664@diagnoai.com","Shifa International Hospital                Pitras Bukhari Road, H-8/4, H-8, Islamabad.  H-8 , Rawalpindi"
"Dr Khalida Khanum Naqvi","Gynecologists","karachi",17,4.1,"03437-3211331","dr.khalida.khanum.naqvi327@diagnoai.com","The Aga Khan University Hospital                 AKUH Consulting Clinic 4, Stadium Road, Karachi.  Stadium Road , karachi"
"Dr Dawood Shaukat","Diabetologists","Lahore",10,3.6,"03951-4234741","dr.dawood.shaukat193@diagnoai.com","Naz Hospital                6-A, Link Shadman Road, Shadman, Lahore.  Shadman , Lahore"
"aaa","Counselling Specialists","N/A",8,4.3,"03955-4499446","aaa155@diagnoai.com","N/A"
"Dr. Usman Amin Hotiana","Psychiatrist","N/A",6,4.9,"03497-9547981","dr..usman.amin.hotiana302@diagnoai.com","N/A"
"Dr Noor Ul Qamar","Skin Specialists | Dermatologists","N/A",7,3.8,"03427-2880414","dr.noor.ul.qamar745@diagnoai.com","N/A"
"mujtaba","Skin Specialists | Dermatologists","N/A",17,4.7,"03276-7810884","mujtaba826@diagnoai.com","N/A"
"Safa Pervaiz","Psychiatrist","N/A",20,4.9,"03978-2418744","safa.pervaiz667@diagnoai.com","N/A"
"Prof Dr Ijaz Haider","Psychiatrist","N/A",13,3.8,"03575-4487004","prof.dr.ijaz.haider117@diagnoai.com","N/A"
"muhammadsiddiq","Plastic & Aesthetic Surgeon","N/A",11,4.5,"03727-2064868","muhammadsiddiq151@diagnoai.com","N/A"
"Maj. Inamullah Khan","Cardiologists","N/A",12,3.7,"03685-6801592","maj..inamullah.khan330@diagnoai.com","N/A"
"Dr.Madiha Sanai","Skin Specialists | Dermatologists","N/A",4,4.9,"03529-6289010","dr.madiha.sanai365@diagnoai.com","N/A"
"Dr Hasan Ali","Plastic & Aesthetic Surgeon","N/A",16,4.3,"03835-7374225","dr.hasan.ali860@diagnoai.com","N/A"
"Dr PERBHUV LAL RATHI","Pediatricians","N/A",24,4,"03779-2378205","dr.perbhuv.lal.rathi100@diagnoai.com","N/A"
"Dr Bushra Waseem","Urologists","N/A",4,4.3,"03932-4175792","dr.bushra.waseem231@diagnoai.com","N/A"
"Dr Umer Darr","Cardiologists","N/A",21,5,"03605-2810314","dr.umer.darr711@diagnoai.com","N/A"
"Dr Tahir Sheikh","Plastic & Aesthetic Surgeon","N/A",6,4,"03466-7886337","dr.tahir.sheikh597@diagnoai.com","N/A"
"Dr Muhammad Asif Sheikh","Pediatricians","N/A",20,3.9,"03510-6011855","dr.muhammad.asif.sheikh922@diagnoai.com","N/A"
"Dr Rizwan Taj","Psychiatrist","N/A",21,4,"03371-2748571","dr.rizwan.taj624@diagnoai.com","N/A"
"Dr Mohammad Naseem Raza","Paediatric","N/A",10,4.5,"03187-9422690","dr.mohammad.naseem.raza893@diagnoai.com","N/A"
"Dr Ghazal Hafeez Butt","Pediatricians","N/A",16,4.1,"03746-6816165","dr.ghazal.hafeez.butt531@diagnoai.com","N/A"
"Dr Saadia Masood","Skin Specialists | Dermatologists","N/A",22,4.5,"03506-8786948","dr.saadia.masood590@diagnoai.com","N/A"
"Dr Nadeemullah Baig","Urologists","N/A",13,3.8,"03756-1632430","dr.nadeemullah.baig584@diagnoai.com","N/A"
"Dr Khaliq Ahmed Qureshi","Pediatricians","N/A",6,3.9,"03727-4822363","dr.khaliq.ahmed.qureshi773@diagnoai.com","N/A"
"Dr. Mansoor Afzal","Pediatricians","N/A",21,4.3,"03771-1999582","dr..mansoor.afzal924@diagnoai.com","N/A"
"Dr. Habib Ullah","Neurosurgeon","N/A",18,4.8,"03512-2547565","dr..habib.ullah190@diagnoai.com","N/A"
"Dr Prof Sajid Maqbool","Pediatricians","N/A",11,4.7,"03443-9540106","dr.prof.sajid.maqbool127@diagnoai.com","N/A"
"Dr Hammad Ihsan","Pediatricians","N/A",8,3.8,"03460-9943805","dr.hammad.ihsan710@diagnoai.com","N/A"
"Dr Imrana Salahuddin","Pediatricians","N/A",7,4.3,"03285-6246831","dr.imrana.salahuddin809@diagnoai.com","N/A"
"Dr Raja Pervez Akhter","Cardiologists","N/A",20,3.9,"03861-4954100","dr.raja.pervez.akhter855@diagnoai.com","N/A"
"Dr Muhammad Arif Chaudhary","Pediatricians","N/A",5,4.9,"03161-3952302","dr.muhammad.arif.chaudhary799@diagnoai.com","N/A"
"Dr Mian Khalid Akbar","Urologists","N/A",8,4.3,"03756-1712924","dr.mian.khalid.akbar644@diagnoai.com","N/A"
"ADNAN A. JABBAR","Oncologist","N/A",12,4.6,"03133-7236514","adnan.a..jabbar257@diagnoai.com","N/A"
"Dr Najeeb Ansaari","Plastic & Aesthetic Surgeon","N/A",23,3.8,"03663-2792015","dr.najeeb.ansaari195@diagnoai.com","N/A"
"Dr Mahmood Shaukat","Paediatric","N/A",15,3.6,"03883-9049770","dr.mahmood.shaukat232@diagnoai.com","N/A"
"Dr Khalid Munir","Skin Specialists | Dermatologists","N/A",24,3.5,"03642-6443918","dr.khalid.munir216@diagnoai.com","N/A"
"Dr M Ashraf Chaudhary","Pediatricians","N/A",8,4.6,"03855-4580883","dr.m.ashraf.chaudhary700@diagnoai.com","N/A"
"Dr Sadaf Shahid","Psychiatrist","N/A",12,5,"03935-8765868","dr.sadaf.shahid348@diagnoai.com","N/A"
"Dr Huma Arshad","Pediatricians","N/A",7,4.4,"03537-3831602","dr.huma.arshad883@diagnoai.com","N/A"
"Dr Mahmood Shaukat","Paediatric","N/A",15,4.9,"03164-1858024","dr.mahmood.shaukat197@diagnoai.com","N/A"
"Dr Wajid Ali Rizvi","Pediatricians","N/A",6,4.7,"03151-9484062","dr.wajid.ali.rizvi52@diagnoai.com","N/A"
"Dr Muhammad Asim Khan","Cardiologists","N/A",7,4.1,"03952-1579848","dr.muhammad.asim.khan81@diagnoai.com","N/A"
"Dr Muhammad Khalid Butt","Urologists","N/A",4,4.1,"03312-5731866","dr.muhammad.khalid.butt51@diagnoai.com","N/A"
"Dr Iqbal Memon","Pediatricians","N/A",15,3.8,"03226-9204682","dr.iqbal.memon917@diagnoai.com","N/A"
"Dr M Salim","Paediatric","N/A",6,3.9,"03860-2376289","dr.m.salim789@diagnoai.com","N/A"
"Dr Farhana Amanullah","Pediatricians","N/A",10,4.3,"03299-7250909","dr.farhana.amanullah80@diagnoai.com","N/A"
"Dr Syed Abbas Raza","Diabetologists","N/A",6,4.3,"03689-6415799","dr.syed.abbas.raza22@diagnoai.com","N/A"
"Dr Bukhari","Psychiatrist","N/A",23,4.2,"03677-9981029","dr.bukhari215@diagnoai.com","N/A"
"Dr Zulfi Madiha Asim","Pediatricians","N/A",9,4.6,"03344-3105524","dr.zulfi.madiha.asim402@diagnoai.com","N/A"
"Dr Hafeez A Bhatti","Paediatric","N/A",7,4.8,"03868-7304219","dr.hafeez.a.bhatti595@diagnoai.com","N/A"
"Dr. Hannah S Asghar","Cardiologists","N/A",12,4.1,"03521-9588510","dr..hannah.s.asghar766@diagnoai.com","N/A"
"Dr Iqbal Gatta","Pediatricians","N/A",14,4.3,"03400-3390391","dr.iqbal.gatta780@diagnoai.com","N/A"
"Dr KHALID RASHEED","ENT Specialist","N/A",14,4.1,"03378-3471678","dr.khalid.rasheed912@diagnoai.com","N/A"
"Dr Abdul Ghaffar Nagi","Pediatricians","N/A",18,4,"03987-1259749","dr.abdul.ghaffar.nagi808@diagnoai.com","N/A"
"Dr Muhammad Saleem Akhter","Psychiatrist","N/A",23,4.2,"03807-7216886","dr.muhammad.saleem.akhter563@diagnoai.com","N/A"
"Dr Shaukat Raja","Pediatricians","N/A",18,4.8,"03356-7132560","dr.shaukat.raja673@diagnoai.com","N/A"
"Dr Shariq Ali","Urologists","N/A",9,3.9,"03866-3020387","dr.shariq.ali617@diagnoai.com","N/A"
"Dr Shahid Hamid","Pediatricians","N/A",9,4.4,"03267-8177599","dr.shahid.hamid896@diagnoai.com","N/A"
"Dr Mohammad Saleem","Paediatric","N/A",14,4,"03491-5012033","dr.mohammad.saleem351@diagnoai.com","N/A"
"Dr Ambreen Aslam","Pediatricians","N/A",8,5,"03415-7179443","dr.ambreen.aslam687@diagnoai.com","N/A"
"Dr Ahmed Sharif","Paediatric","N/A",11,4.7,"03778-6845431","dr.ahmed.sharif822@diagnoai.com","N/A"
"Dr Rashid Khawar","Pediatricians","N/A",24,4.9,"03616-2065779","dr.rashid.khawar951@diagnoai.com","N/A"
"Dr Javed Hussain Gilani","Pediatricians","N/A",12,4,"03710-7162298","dr.javed.hussain.gilani586@diagnoai.com","N/A"
"Dr G H Saquib Kalyani","Psychiatrist","N/A",8,3.7,"03544-9610377","dr.g.h.saquib.kalyani262@diagnoai.com","N/A"
"Dr Sajjad Rafique","Pediatricians","N/A",6,3.7,"03857-1182781","dr.sajjad.rafique386@diagnoai.com","N/A"
"Dr Farrukh Naseem","Pediatricians","N/A",22,4.4,"03481-1801767","dr.farrukh.naseem240@diagnoai.com","N/A"
"Dr Shabina Arif","Pediatricians","N/A",24,4.6,"03637-1102064","dr.shabina.arif900@diagnoai.com","N/A"
"Dr Kamil Muzzaffar","ENT Specialist","N/A",14,5,"03256-3620982","dr.kamil.muzzaffar564@diagnoai.com","N/A"
"Dr. Saeeda Iftikhar","Radiologist","N/A",17,4.5,"03782-1234112","dr..saeeda.iftikhar843@diagnoai.com","N/A"
"Dr Ali Atif Goheir","Paediatric","N/A",11,3.6,"03991-4725317","dr.ali.atif.goheir798@diagnoai.com","N/A"
"Dr Khalid Javed","Pediatricians","N/A",24,4.9,"03106-6113358","dr.khalid.javed869@diagnoai.com","N/A"
"Dr Muhammad Ahmed","Psychiatrist","N/A",4,4.9,"03247-8368779","dr.muhammad.ahmed745@diagnoai.com","N/A"
"Dr. Aamir Mahmud Ijaz","Thoracic Surgeon","N/A",16,4.7,"03901-5258628","dr..aamir.mahmud.ijaz744@diagnoai.com","N/A"
"AYEESHA KAMAL","Neurosurgeon","N/A",14,4.2,"03579-4439543","ayeesha.kamal500@diagnoai.com","N/A"
"Dr Nusrat Yar Khan","Pediatricians","N/A",16,4.9,"03728-6924814","dr.nusrat.yar.khan458@diagnoai.com","N/A"
"Dr. Syed Masood Raza","Hematologist","N/A",6,4.4,"03271-2557637","dr..syed.masood.raza668@diagnoai.com","N/A"
"Associate Professor  Dr. Waqar Ali","Pathologist","N/A",4,4.5,"03641-3022752","associate.professor..dr..waqar.ali174@diagnoai.com","N/A"
"Dr Rashid Mehmood","Pediatricians","N/A",21,4.6,"03673-5034647","dr.rashid.mehmood479@diagnoai.com","N/A"
"Dr MAJOR NADEEM ALAM ZUBAIRI","Pediatricians","N/A",10,3.8,"03443-3712055","dr.major.nadeem.alam.zubairi914@diagnoai.com","N/A"
"Dr Islam Shahid","Paediatric","N/A",6,5,"03985-6011524","dr.islam.shahid38@diagnoai.com","N/A"
"Dr Asad Hafeez","Pediatricians","N/A",9,3.8,"03929-3917999","dr.asad.hafeez61@diagnoai.com","N/A"
"Dr Javaria Mannan","Pediatricians","N/A",21,4.6,"03270-3611294","dr.javaria.mannan316@diagnoai.com","N/A"
"Dr Kanwal Kaiser","Pediatricians","N/A",8,3.9,"03975-8988659","dr.kanwal.kaiser400@diagnoai.com","N/A"
"Dr Anjum Saeed","Pediatricians","N/A",17,4.5,"03115-2572618","dr.anjum.saeed660@diagnoai.com","N/A"
"Dr Iqbal Azhar Ahmed","Pediatricians","N/A",22,4.5,"03719-2494479","dr.iqbal.azhar.ahmed804@diagnoai.com","N/A"
"Dr Naveedullah","Plastic & Aesthetic Surgeon","N/A",6,4,"03604-8069337","dr.naveedullah207@diagnoai.com","N/A"
"Dr Ahsan Waheed Rathore","Pediatricians","N/A",11,4.6,"03214-3334527","dr.ahsan.waheed.rathore532@diagnoai.com","N/A"
"ARSHALOOZ JAMILA RAHMAN","Pediatricians","N/A",22,3.6,"03944-6019353","arshalooz.jamila.rahman445@diagnoai.com","N/A"
"Dr. Amer Ikram","Neurosurgeon","N/A",21,4.1,"03788-4635142","dr..amer.ikram145@diagnoai.com","N/A"
"Dr Haroon","Paediatric","N/A",14,3.6,"03300-2861867","dr.haroon235@diagnoai.com","N/A"
"Vipul Sharma","Medical Specialist","N/A",21,4.8,"03457-7181108","vipul.sharma81@diagnoai.com","N/A"
"Dr. Hassan Pervez","Oncologist","N/A",4,4.8,"03718-3104767","dr..hassan.pervez12@diagnoai.com","N/A"
"Dr Arif Zaheer","Paediatric","N/A",11,3.6,"03628-1149838","dr.arif.zaheer825@diagnoai.com","N/A"
"Dr Najmul Hassan","Pediatricians","N/A",8,4.4,"03222-3203248","dr.najmul.hassan320@diagnoai.com","N/A"
"Dr Tariq Zaman","Skin Specialists | Dermatologists","N/A",14,4.6,"03436-6423575","dr.tariq.zaman143@diagnoai.com","N/A"
"Dr Firdaus Awan","Pediatricians","N/A",24,4.9,"03552-5421337","dr.firdaus.awan713@diagnoai.com","N/A"
"Dr Hamid Zeb","Skin Specialists | Dermatologists","N/A",24,3.9,"03788-9099360","dr.hamid.zeb214@diagnoai.com","N/A"
"Dr Syed Anwar Ahmed","Pediatricians","N/A",19,4.5,"03392-8620300","dr.syed.anwar.ahmed155@diagnoai.com","N/A"
"Dr. Iqbal Mehmood","Pediatricians","N/A",17,4.6,"03911-7885621","dr..iqbal.mehmood548@diagnoai.com","N/A"
"Professor Dr. Iftikhar Ahmed","Anesthesiologist","N/A",5,3.6,"03675-7150773","professor.dr..iftikhar.ahmed886@diagnoai.com","N/A"
"Dr Prof Tahir Masood Ahmad","Pediatricians","N/A",24,4.4,"03533-4234254","dr.prof.tahir.masood.ahmad867@diagnoai.com","N/A"
"Dr Arif Masood Qureshi","Pediatricians","N/A",18,4,"03604-7837932","dr.arif.masood.qureshi157@diagnoai.com","N/A"
"Dr Muhammad Aslam Malik","Pediatricians","N/A",12,3.9,"03470-6969828","dr.muhammad.aslam.malik805@diagnoai.com","N/A"
"Dr Javed Iqbal Sheikh","Pediatricians","N/A",20,4.9,"03502-1543433","dr.javed.iqbal.sheikh207@diagnoai.com","N/A"
"Dr Shakeel Rizvi","Pediatricians","N/A",11,5,"03969-4149588","dr.shakeel.rizvi941@diagnoai.com","N/A"
"Dr Lt. Col. (R) Mrs Akhter","Pediatricians","N/A",7,4.3,"03294-8817285","dr.lt..col...r..mrs.akhter748@diagnoai.com","N/A"
"Dr Capt.(R) Moeen A Qureshi","Urologists","N/A",10,4.3,"03904-3421389","dr.capt..r..moeen.a.qureshi552@diagnoai.com","N/A"
"Sabat Babar","Nutrition/Dietitian","N/A",20,3.5,"03962-8542786","sabat.babar744@diagnoai.com","N/A"
"Dr. Rabia Riaz","Paediatric","N/A",17,4.1,"03349-9751871","dr..rabia.riaz68@diagnoai.com","N/A"
"Dr Irfan Ahmad","Urologists","N/A",4,4.9,"03911-4999496","dr.irfan.ahmad815@diagnoai.com","N/A"
"Dr Arshad Yousuf","Cardiologists","N/A",11,4.6,"03840-1440379","dr.arshad.yousuf21@diagnoai.com","N/A"
"Dr. Anjum Habib Vohra","Neurosurgeon","N/A",11,3.5,"03258-6271423","dr..anjum.habib.vohra436@diagnoai.com","N/A"
"Dr Khalid Masood Ahmed","Psychiatrist","N/A",20,4,"03380-8128656","dr.khalid.masood.ahmed448@diagnoai.com","N/A"
"Dr G Lal","Urologists","N/A",13,3.5,"03726-2071627","dr.g.lal925@diagnoai.com","N/A"
"Dr Mukhtar Ahmed","Cardiologists","N/A",13,4.3,"03511-7290908","dr.mukhtar.ahmed338@diagnoai.com","N/A"
"Dr Sabrina Sohail","Skin Specialists | Dermatologists","N/A",8,3.8,"03850-6722870","dr.sabrina.sohail938@diagnoai.com","N/A"
"Dr Nargis Fatima Sheikh","Pediatricians","N/A",9,4.5,"03258-5254995","dr.nargis.fatima.sheikh471@diagnoai.com","N/A"
"Dr Masood Sadiq","Pediatricians","N/A",14,4.8,"03576-5361922","dr.masood.sadiq718@diagnoai.com","N/A"
"Dr Brig. (R) Mohammad","Psychiatrist","N/A",17,4.3,"03198-7129772","dr.brig...r..mohammad851@diagnoai.com","N/A"
